Survey_ID,Survey_Date,Company,Industry,Company_Size_Employees,Respondent_Role,Primary_Product,Primary_Use_Case,Months_Deployed,Licenses_Assigned,NPS_Score,NPS_Category,Verbatim_Comment,Would_Expand,ROI_Realized,Adoption_Rate_Pct
NPS-5500,2024-12-12,Orion Logistics Group,Logistics,1780,Director,Copilot for Finance,Meeting Summaries,11,291,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,47
NPS-5501,2024-11-24,Orion Logistics Group,Logistics,1780,Director,Copilot Studio,Research & Synthesis,13,327,7,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Maybe,Too Early,71
NPS-5502,2024-12-21,Orion Logistics Group,Logistics,1780,Manager,Copilot for Sales,Research & Synthesis,14,177,0,Detractor,Onboarding support was inadequate for our scale. We needed a dedicated implementation resource from day one.,No,None,25
NPS-5503,2024-10-25,Orion Logistics Group,Logistics,1780,Power User,Copilot Studio,Research & Synthesis,10,136,9,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Significant,46
NPS-5504,2024-09-21,Orion Logistics Group,Logistics,1780,Manager,Copilot for Finance,Data Analysis,13,132,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,45
NPS-5505,2024-08-28,Orion Logistics Group,Logistics,1780,Individual Contributor,Teams Premium,Document Analysis,17,134,7,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Maybe,Too Early,95
NPS-5506,2024-07-18,Orion Logistics Group,Logistics,1780,Power User,M365 Copilot,Code Generation,16,245,10,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Significant,47
NPS-5507,2024-09-16,Orion Logistics Group,Logistics,1780,Executive/C-Suite,Copilot Studio,Research & Synthesis,10,92,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Too Early,65
NPS-5508,2024-10-24,Orion Logistics Group,Logistics,1780,Executive/C-Suite,M365 Copilot,Meeting Summaries,17,185,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Too Early,93
NPS-5509,2024-09-21,Orion Logistics Group,Logistics,1780,Director,Copilot for Finance,Presentation Creation,5,354,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Too Early,59
NPS-5510,2024-11-28,Orion Logistics Group,Logistics,1780,Individual Contributor,Teams Premium,Code Generation,3,157,7,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Maybe,Too Early,67
NPS-5511,2024-07-05,Orion Logistics Group,Logistics,1780,Executive/C-Suite,M365 Copilot,Meeting Summaries,7,20,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Too Early,53
NPS-5512,2024-10-24,Orion Logistics Group,Logistics,1780,Director,Copilot Studio,Research & Synthesis,11,65,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Too Early,74
NPS-5513,2024-11-22,Orion Logistics Group,Logistics,1780,Individual Contributor,Copilot Studio,Code Generation,4,209,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Significant,65
NPS-5514,2024-11-04,Orion Logistics Group,Logistics,1780,Director,Copilot for Finance,Data Analysis,6,298,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Moderate,69
NPS-5515,2024-07-10,Orion Logistics Group,Logistics,1780,Executive/C-Suite,Teams Premium,Meeting Summaries,11,317,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Moderate,93
NPS-5516,2024-09-22,Orion Logistics Group,Logistics,1780,Director,Copilot for Finance,Code Generation,15,258,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Too Early,88
NPS-5517,2024-09-01,Orion Logistics Group,Logistics,1780,Executive/C-Suite,Copilot for Sales,Email Drafting,3,253,10,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Significant,61
NPS-5518,2024-08-20,Orion Logistics Group,Logistics,1780,Manager,Copilot for Finance,Presentation Creation,15,265,7,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Maybe,Significant,75
NPS-5519,2024-12-03,Orion Logistics Group,Logistics,1780,Manager,M365 Copilot,Meeting Summaries,7,118,7,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Maybe,Moderate,89
NPS-5520,2024-11-14,Orion Logistics Group,Logistics,1780,Manager,Copilot Studio,Data Analysis,17,195,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Moderate,93
NPS-5521,2024-09-09,Orion Logistics Group,Logistics,1780,IT Admin,Teams Premium,Workflow Automation,11,340,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Significant,78
NPS-5522,2024-12-14,Orion Logistics Group,Logistics,1780,Power User,Copilot Studio,Code Generation,10,100,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Significant,88
NPS-5523,2024-11-23,Orion Logistics Group,Logistics,1780,Power User,Copilot Studio,Research & Synthesis,16,353,10,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Moderate,81
NPS-5524,2024-08-28,Orion Logistics Group,Logistics,1780,Individual Contributor,M365 Copilot,Workflow Automation,5,198,10,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Significant,84
NPS-5525,2024-07-07,Orion Logistics Group,Logistics,1780,Manager,Copilot for Finance,Presentation Creation,11,304,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Too Early,61
NPS-5526,2024-09-22,Orion Logistics Group,Logistics,1780,Manager,Copilot Studio,Workflow Automation,11,201,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Significant,45
NPS-5527,2024-10-04,Orion Logistics Group,Logistics,1780,Power User,Copilot Studio,Workflow Automation,18,115,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Minimal,57
NPS-5528,2024-08-06,Orion Logistics Group,Logistics,1780,Executive/C-Suite,Teams Premium,Code Generation,9,321,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Moderate,60
NPS-5529,2024-12-28,Orion Logistics Group,Logistics,1780,Individual Contributor,Copilot Studio,Data Analysis,17,55,5,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,No,Minimal,47
NPS-5530,2024-11-22,Orion Logistics Group,Logistics,1780,Individual Contributor,Teams Premium,Email Drafting,15,109,5,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,No,Minimal,28
NPS-5531,2024-07-08,Orion Logistics Group,Logistics,1780,Power User,Copilot Studio,Data Analysis,7,310,10,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Significant,95
NPS-5532,2024-10-05,Orion Logistics Group,Logistics,1780,Power User,Copilot Studio,Presentation Creation,9,49,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Minimal,66
NPS-5533,2024-12-09,Orion Logistics Group,Logistics,1780,Manager,M365 Copilot,Document Analysis,6,35,10,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Too Early,54
NPS-5534,2024-11-16,Orion Logistics Group,Logistics,1780,IT Admin,M365 Copilot,Email Drafting,13,260,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,65
NPS-5535,2024-12-16,Orion Logistics Group,Logistics,1780,Power User,M365 Copilot,Presentation Creation,4,42,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Moderate,50
NPS-5536,2024-09-08,Orion Logistics Group,Logistics,1780,Director,Teams Premium,Email Drafting,12,246,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Minimal,66
NPS-5537,2024-07-21,Orion Logistics Group,Logistics,1780,IT Admin,Copilot Studio,Email Drafting,4,313,7,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Maybe,Too Early,59
NPS-5538,2024-10-14,Orion Logistics Group,Logistics,1780,IT Admin,Copilot for Finance,Research & Synthesis,14,260,10,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Too Early,62
NPS-5539,2024-11-18,Orion Logistics Group,Logistics,1780,IT Admin,Copilot for Finance,Document Analysis,13,148,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Too Early,69
NPS-5540,2024-10-13,Orion Logistics Group,Logistics,1780,Director,Copilot for Sales,Data Analysis,3,299,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Significant,60
NPS-5541,2024-09-28,Orion Logistics Group,Logistics,1780,Director,M365 Copilot,Email Drafting,12,329,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Minimal,52
NPS-5542,2024-10-11,Orion Logistics Group,Logistics,1780,Individual Contributor,Copilot Studio,Presentation Creation,7,34,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Moderate,79
NPS-5543,2024-08-28,Orion Logistics Group,Logistics,1780,Power User,Copilot for Sales,Workflow Automation,16,46,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Too Early,75
NPS-5544,2024-12-18,Orion Logistics Group,Logistics,1780,Individual Contributor,Copilot for Finance,Presentation Creation,3,32,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Significant,69
NPS-5545,2024-11-13,Orion Logistics Group,Logistics,1780,IT Admin,Copilot for Sales,Email Drafting,16,18,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Significant,51
NPS-5546,2024-12-27,Orion Logistics Group,Logistics,1780,Director,Copilot for Sales,Document Analysis,18,42,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Minimal,65
NPS-5547,2024-10-14,Orion Logistics Group,Logistics,1780,Individual Contributor,Copilot Studio,Research & Synthesis,16,35,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Moderate,84
NPS-5548,2024-08-14,Orion Logistics Group,Logistics,1780,Executive/C-Suite,Teams Premium,Document Analysis,11,234,9,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Significant,63
NPS-5549,2024-10-12,Orion Logistics Group,Logistics,1780,Individual Contributor,M365 Copilot,Code Generation,18,154,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Moderate,54
NPS-5550,2024-08-11,Orion Logistics Group,Logistics,1780,Individual Contributor,Copilot for Finance,Research & Synthesis,8,176,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Minimal,48
NPS-5551,2024-08-23,Orion Logistics Group,Logistics,1780,Manager,Copilot for Sales,Presentation Creation,13,136,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Too Early,52
NPS-5552,2024-08-16,Orion Logistics Group,Logistics,1780,Power User,Copilot for Finance,Presentation Creation,3,106,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,75
NPS-5553,2024-09-03,Orion Logistics Group,Logistics,1780,Executive/C-Suite,M365 Copilot,Research & Synthesis,16,326,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,68
NPS-5554,2024-10-06,Orion Logistics Group,Logistics,1780,Director,M365 Copilot,Presentation Creation,12,242,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Minimal,55
NPS-5555,2024-11-24,Orion Logistics Group,Logistics,1780,Director,M365 Copilot,Research & Synthesis,10,171,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Significant,95
NPS-5556,2024-10-18,Orion Logistics Group,Logistics,1780,IT Admin,M365 Copilot,Research & Synthesis,18,13,10,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,78
NPS-5557,2024-07-10,Orion Logistics Group,Logistics,1780,Power User,Copilot for Sales,Presentation Creation,11,76,9,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Significant,93
NPS-5558,2024-09-10,Orion Logistics Group,Logistics,1780,IT Admin,M365 Copilot,Presentation Creation,14,285,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,65
NPS-5559,2024-10-09,Orion Logistics Group,Logistics,1780,Executive/C-Suite,Teams Premium,Email Drafting,6,312,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Significant,68
NPS-5560,2024-10-24,Orion Logistics Group,Logistics,1780,Manager,Copilot for Finance,Workflow Automation,9,248,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Significant,73
NPS-5561,2024-09-19,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot for Sales,Code Generation,5,43,4,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,No,Minimal,34
NPS-5562,2024-11-18,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot Studio,Document Analysis,18,23,9,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Minimal,76
NPS-5563,2024-09-27,Bluestone Legal Group,Legal,340,Power User,M365 Copilot,Document Analysis,4,65,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Significant,51
NPS-5564,2024-08-15,Bluestone Legal Group,Legal,340,Individual Contributor,Copilot for Finance,Data Analysis,13,56,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Significant,70
NPS-5565,2024-08-24,Bluestone Legal Group,Legal,340,Director,Copilot for Finance,Code Generation,3,29,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Too Early,57
NPS-5566,2024-07-17,Bluestone Legal Group,Legal,340,IT Admin,Teams Premium,Email Drafting,6,10,3,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,No,Too Early,16
NPS-5567,2024-11-24,Bluestone Legal Group,Legal,340,Director,M365 Copilot,Presentation Creation,16,16,9,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Moderate,89
NPS-5568,2024-08-07,Bluestone Legal Group,Legal,340,Individual Contributor,Teams Premium,Code Generation,12,63,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Minimal,74
NPS-5569,2024-12-03,Bluestone Legal Group,Legal,340,Power User,Copilot Studio,Workflow Automation,6,33,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Significant,73
NPS-5570,2024-10-17,Bluestone Legal Group,Legal,340,Power User,Copilot Studio,Document Analysis,15,32,10,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,94
NPS-5571,2024-10-19,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot Studio,Data Analysis,18,49,9,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Minimal,88
NPS-5572,2024-11-24,Bluestone Legal Group,Legal,340,Individual Contributor,Copilot Studio,Data Analysis,14,28,7,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Maybe,Significant,72
NPS-5573,2024-11-14,Bluestone Legal Group,Legal,340,Director,Copilot for Sales,Workflow Automation,11,63,4,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,No,Too Early,55
NPS-5574,2024-07-22,Bluestone Legal Group,Legal,340,Power User,M365 Copilot,Data Analysis,17,27,2,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,No,Too Early,41
NPS-5575,2024-11-15,Bluestone Legal Group,Legal,340,Individual Contributor,Copilot for Finance,Email Drafting,3,13,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Significant,58
NPS-5576,2024-10-17,Bluestone Legal Group,Legal,340,Executive/C-Suite,M365 Copilot,Presentation Creation,6,31,4,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,No,Too Early,34
NPS-5577,2024-10-17,Bluestone Legal Group,Legal,340,Power User,Copilot for Sales,Code Generation,14,21,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,53
NPS-5578,2024-08-28,Bluestone Legal Group,Legal,340,IT Admin,M365 Copilot,Research & Synthesis,11,51,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Significant,85
NPS-5579,2024-12-18,Bluestone Legal Group,Legal,340,Manager,Copilot for Finance,Presentation Creation,15,25,6,Detractor,Onboarding support was inadequate for our scale. We needed a dedicated implementation resource from day one.,Maybe,Too Early,30
NPS-5580,2024-07-10,Bluestone Legal Group,Legal,340,Executive/C-Suite,Teams Premium,Code Generation,12,55,9,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Moderate,75
NPS-5581,2024-09-25,Bluestone Legal Group,Legal,340,Manager,Copilot Studio,Workflow Automation,14,15,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Significant,95
NPS-5582,2024-07-27,Bluestone Legal Group,Legal,340,Manager,Copilot for Finance,Research & Synthesis,9,57,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Significant,45
NPS-5583,2024-12-24,Bluestone Legal Group,Legal,340,Director,Teams Premium,Data Analysis,9,29,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Too Early,80
NPS-5584,2024-08-11,Bluestone Legal Group,Legal,340,Director,Teams Premium,Research & Synthesis,15,60,10,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Minimal,70
NPS-5585,2024-07-14,Bluestone Legal Group,Legal,340,Individual Contributor,Teams Premium,Presentation Creation,15,48,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Too Early,87
NPS-5586,2024-09-17,Bluestone Legal Group,Legal,340,Manager,Copilot for Finance,Workflow Automation,13,47,0,Detractor,Onboarding support was inadequate for our scale. We needed a dedicated implementation resource from day one.,No,Too Early,28
NPS-5587,2024-12-12,Bluestone Legal Group,Legal,340,Power User,Copilot Studio,Research & Synthesis,15,58,10,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Significant,85
NPS-5588,2024-09-06,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot for Finance,Code Generation,16,59,6,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,Maybe,Minimal,38
NPS-5589,2024-12-12,Bluestone Legal Group,Legal,340,Individual Contributor,Copilot for Sales,Code Generation,7,53,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Significant,87
NPS-5590,2024-12-02,Bluestone Legal Group,Legal,340,Executive/C-Suite,M365 Copilot,Workflow Automation,3,17,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,49
NPS-5591,2024-10-12,Bluestone Legal Group,Legal,340,Power User,Copilot Studio,Document Analysis,14,51,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Minimal,73
NPS-5592,2024-10-03,Bluestone Legal Group,Legal,340,IT Admin,Copilot Studio,Meeting Summaries,9,17,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Too Early,88
NPS-5593,2024-12-13,Bluestone Legal Group,Legal,340,Manager,Teams Premium,Data Analysis,16,36,10,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Significant,58
NPS-5594,2024-07-21,Bluestone Legal Group,Legal,340,Director,Copilot Studio,Meeting Summaries,6,31,4,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,No,None,29
NPS-5595,2024-10-16,Bluestone Legal Group,Legal,340,Individual Contributor,Copilot for Finance,Presentation Creation,18,54,6,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,Maybe,Minimal,30
NPS-5596,2024-11-24,Bluestone Legal Group,Legal,340,Individual Contributor,Copilot for Sales,Workflow Automation,5,29,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Moderate,64
NPS-5597,2024-10-03,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot for Sales,Research & Synthesis,10,53,10,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Minimal,86
NPS-5598,2024-07-06,Bluestone Legal Group,Legal,340,Manager,Copilot Studio,Meeting Summaries,5,37,1,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,No,Too Early,36
NPS-5599,2024-11-23,Bluestone Legal Group,Legal,340,Power User,M365 Copilot,Data Analysis,8,23,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Too Early,94
NPS-5600,2024-12-26,Bluestone Legal Group,Legal,340,Director,Teams Premium,Meeting Summaries,17,31,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Moderate,63
NPS-5601,2024-08-05,Bluestone Legal Group,Legal,340,Power User,M365 Copilot,Email Drafting,5,61,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Significant,55
NPS-5602,2024-11-06,Bluestone Legal Group,Legal,340,IT Admin,Teams Premium,Meeting Summaries,10,42,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,90
NPS-5603,2024-11-19,Bluestone Legal Group,Legal,340,Manager,Teams Premium,Data Analysis,10,67,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Significant,53
NPS-5604,2024-10-24,Bluestone Legal Group,Legal,340,Executive/C-Suite,M365 Copilot,Email Drafting,10,30,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Significant,49
NPS-5605,2024-08-27,Bluestone Legal Group,Legal,340,IT Admin,Teams Premium,Data Analysis,13,34,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Moderate,54
NPS-5606,2024-07-19,Bluestone Legal Group,Legal,340,Director,Copilot for Sales,Research & Synthesis,10,20,2,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,Minimal,31
NPS-5607,2024-09-16,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot Studio,Research & Synthesis,4,23,10,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Moderate,67
NPS-5608,2024-10-08,Bluestone Legal Group,Legal,340,Individual Contributor,M365 Copilot,Workflow Automation,11,56,9,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Too Early,79
NPS-5609,2024-08-26,Bluestone Legal Group,Legal,340,Manager,Copilot for Finance,Email Drafting,5,47,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Significant,82
NPS-5610,2024-11-20,Bluestone Legal Group,Legal,340,IT Admin,Teams Premium,Email Drafting,16,51,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Too Early,49
NPS-5611,2024-12-28,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot for Sales,Document Analysis,17,39,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Minimal,91
NPS-5612,2024-11-17,Bluestone Legal Group,Legal,340,Director,Copilot for Sales,Email Drafting,3,17,0,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,No,Too Early,33
NPS-5613,2024-09-01,Bluestone Legal Group,Legal,340,Power User,M365 Copilot,Presentation Creation,11,33,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Minimal,94
NPS-5614,2024-07-06,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot Studio,Workflow Automation,15,44,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Too Early,62
NPS-5615,2024-11-04,Bluestone Legal Group,Legal,340,IT Admin,Copilot for Sales,Research & Synthesis,3,58,7,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Maybe,Significant,61
NPS-5616,2024-07-16,Bluestone Legal Group,Legal,340,Director,Teams Premium,Data Analysis,17,27,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Minimal,60
NPS-5617,2024-09-22,Bluestone Legal Group,Legal,340,Director,Copilot for Finance,Workflow Automation,13,51,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,52
NPS-5618,2024-07-17,Bluestone Legal Group,Legal,340,Individual Contributor,Copilot Studio,Presentation Creation,17,16,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Significant,63
NPS-5619,2024-08-03,Bluestone Legal Group,Legal,340,IT Admin,Copilot Studio,Meeting Summaries,13,65,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Too Early,47
NPS-5620,2024-07-14,Bluestone Legal Group,Legal,340,Manager,Copilot for Finance,Data Analysis,3,61,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Minimal,56
NPS-5621,2024-11-12,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot Studio,Email Drafting,10,45,9,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Significant,71
NPS-5622,2024-08-05,Bluestone Legal Group,Legal,340,Manager,M365 Copilot,Data Analysis,9,56,9,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Significant,75
NPS-5623,2024-08-14,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot for Finance,Email Drafting,6,22,5,Detractor,Onboarding support was inadequate for our scale. We needed a dedicated implementation resource from day one.,No,None,44
NPS-5624,2024-07-01,Bluestone Legal Group,Legal,340,Director,Teams Premium,Code Generation,17,17,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Moderate,95
NPS-5625,2024-09-23,Bluestone Legal Group,Legal,340,Executive/C-Suite,Copilot Studio,Meeting Summaries,16,23,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Moderate,70
